,position,coverage_p,coverage_m
387286,387286,326.0,0
387287,387287,329.0,0
387288,387288,330.0,0
387289,387289,330.0,0
387290,387290,332.0,0
387291,387291,333.0,0
387292,387292,330.0,0
387293,387293,330.0,0
387294,387294,330.0,0
387295,387295,334.0,0
387296,387296,334.0,0
387297,387297,334.0,0
387298,387298,334.0,0
387299,387299,334.0,0
387300,387300,338.0,0
387301,387301,341.0,0
387302,387302,341.0,0
387303,387303,342.0,0
387304,387304,342.0,0
387305,387305,368.0,0
387306,387306,369.0,0
387307,387307,369.0,0
387308,387308,370.0,0
387309,387309,370.0,0
387310,387310,371.0,0
387311,387311,373.0,0
387312,387312,374.0,0
387313,387313,375.0,0
387314,387314,375.0,0
387315,387315,375.0,0
387316,387316,374.0,0
387317,387317,369.0,0
387318,387318,374.0,0
387319,387319,380.0,0
387320,387320,390.0,0
387321,387321,388.0,0
387322,387322,385.0,0
387323,387323,386.0,0
387324,387324,385.0,0
387325,387325,385.0,0
387326,387326,386.0,0
387327,387327,387.0,0
387328,387328,388.0,0
387329,387329,401.0,0
387330,387330,399.0,0
387331,387331,408.0,0
387332,387332,408.0,0
387333,387333,406.0,0
387334,387334,407.0,0
387335,387335,407.0,0
387336,387336,408.0,0
387337,387337,408.0,0
387338,387338,407.0,0
387339,387339,406.0,0
387340,387340,403.0,0
387341,387341,414.0,0
387342,387342,411.0,0
387343,387343,419.0,0
387344,387344,418.0,0
387345,387345,417.0,0
387346,387346,417.0,0
387347,387347,418.0,0
387348,387348,422.0,0
387349,387349,424.0,0
387350,387350,424.0,0
387351,387351,423.0,0
387352,387352,418.0,0
387353,387353,417.0,0
387354,387354,412.0,0
387355,387355,413.0,0
387356,387356,414.0,0
387357,387357,414.0,0
387358,387358,415.0,0
387359,387359,422.0,0
387360,387360,423.0,0
387361,387361,426.0,0
387362,387362,430.0,0
387363,387363,430.0,0
387364,387364,430.0,0
387365,387365,430.0,0
387366,387366,429.0,0
387367,387367,433.0,0
387368,387368,430.0,0
387369,387369,430.0,0
387370,387370,430.0,0
387371,387371,430.0,0
387372,387372,430.0,0
387373,387373,433.0,0
387374,387374,434.0,0
387375,387375,434.0,0
387376,387376,435.0,0
387377,387377,452.0,0
387378,387378,452.0,0
387379,387379,452.0,0
387380,387380,451.0,0
387381,387381,451.0,0
387382,387382,451.0,0
387383,387383,451.0,0
387384,387384,447.0,0
387385,387385,446.0,0
387386,387386,447.0,0
387387,387387,420.0,0
387388,387388,418.0,0
387389,387389,421.0,0
387390,387390,420.0,0
387391,387391,422.0,0
387392,387392,425.0,0
387393,387393,425.0,0
387394,387394,425.0,0
387395,387395,425.0,0
387396,387396,426.0,0
387397,387397,426.0,0
387398,387398,426.0,0
387399,387399,427.0,0
387400,387400,427.0,0
387401,387401,427.0,0
387402,387402,427.0,0
387403,387403,427.0,0
387404,387404,426.0,0
387405,387405,426.0,0
387406,387406,428.0,0
387407,387407,429.0,0
387408,387408,432.0,0
387409,387409,434.0,0
387410,387410,437.0,0
387411,387411,437.0,0
387412,387412,439.0,0
387413,387413,440.0,0
387414,387414,440.0,0
387415,387415,437.0,0
387416,387416,437.0,0
387417,387417,432.0,0
387418,387418,432.0,0
387419,387419,431.0,0
387420,387420,432.0,0
387421,387421,432.0,0
387422,387422,434.0,0
387423,387423,437.0,0
387424,387424,438.0,0
387425,387425,438.0,0
387426,387426,438.0,0
387427,387427,438.0,0
387428,387428,440.0,0
387429,387429,438.0,0
387430,387430,438.0,0
387431,387431,438.0,0
387432,387432,438.0,0
387433,387433,434.0,0
387434,387434,426.0,0
387435,387435,426.0,0
387436,387436,422.0,0
387437,387437,422.0,0
387438,387438,346.0,0
387439,387439,309.0,0
387440,387440,211.0,0
387441,387441,191.0,0
387442,387442,190.0,0
387443,387443,184.0,0
387444,387444,181.0,0
387445,387445,180.0,0
387446,387446,181.0,0
387447,387447,181.0,0
387448,387448,178.0,0
387449,387449,176.0,0
387450,387450,168.0,0
387451,387451,165.0,0
387452,387452,165.0,0
387453,387453,165.0,0
387454,387454,165.0,0
387455,387455,165.0,0
387456,387456,164.0,0
387457,387457,166.0,0
387458,387458,167.0,0
387459,387459,167.0,0
387460,387460,167.0,0
387461,387461,164.0,0
387462,387462,164.0,0
387463,387463,164.0,0
387464,387464,162.0,0
387465,387465,162.0,0
387466,387466,162.0,0
387467,387467,153.0,0
387468,387468,151.0,0
387469,387469,147.0,0
387470,387470,147.0,0
387471,387471,147.0,0
387472,387472,147.0,0
387473,387473,147.0,0
387474,387474,147.0,0
387475,387475,147.0,1
387476,387476,147.0,1
387477,387477,146.0,1
387478,387478,145.0,1
387479,387479,143.0,1
387480,387480,145.0,1
387481,387481,149.0,1
387482,387482,149.0,1
387483,387483,147.0,1
387484,387484,146.0,1
387485,387485,145.0,1
387486,387486,145.0,1
387487,387487,145.0,1
387488,387488,146.0,1
387489,387489,147.0,1
387490,387490,150.0,1
387491,387491,150.0,1
387492,387492,150.0,1
387493,387493,150.0,1
387494,387494,150.0,1
387495,387495,150.0,1
387496,387496,150.0,1
387497,387497,150.0,1
387498,387498,151.0,1
387499,387499,153.0,1
387500,387500,154.0,1
387501,387501,154.0,1
387502,387502,154.0,1
387503,387503,153.0,1
387504,387504,155.0,1
387505,387505,155.0,1
387506,387506,157.0,1
387507,387507,157.0,1
387508,387508,157.0,1
387509,387509,157.0,1
387510,387510,158.0,1
387511,387511,158.0,1
387512,387512,158.0,1
387513,387513,157.0,1
387514,387514,163.0,1
387515,387515,166.0,1
387516,387516,165.0,1
387517,387517,166.0,1
387518,387518,162.0,1
387519,387519,161.0,1
387520,387520,162.0,1
387521,387521,162.0,1
387522,387522,162.0,1
387523,387523,162.0,1
387524,387524,163.0,1
387525,387525,164.0,1
387526,387526,164.0,1
387527,387527,168.0,1
387528,387528,168.0,1
387529,387529,167.0,1
387530,387530,164.0,1
387531,387531,164.0,1
387532,387532,164.0,1
387533,387533,165.0,1
387534,387534,165.0,1
387535,387535,165.0,1
387536,387536,165.0,1
387537,387537,166.0,1
387538,387538,165.0,1
387539,387539,165.0,1
387540,387540,163.0,1
387541,387541,157.0,1
387542,387542,156.0,1
387543,387543,154.0,1
387544,387544,150.0,1
387545,387545,150.0,1
387546,387546,150.0,1
387547,387547,152.0,1
387548,387548,153.0,1
387549,387549,154.0,1
387550,387550,155.0,1
387551,387551,156.0,1
387552,387552,150.0,1
387553,387553,146.0,1
387554,387554,127.0,1
387555,387555,123.0,1
387556,387556,122.0,1
387557,387557,123.0,1
387558,387558,123.0,1
387559,387559,123.0,1
387560,387560,125.0,1
387561,387561,125.0,1
387562,387562,126.0,1
387563,387563,126.0,1
387564,387564,127.0,1
387565,387565,117.0,1
387566,387566,107.0,1
387567,387567,108.0,1
387568,387568,108.0,1
387569,387569,106.0,1
387570,387570,109.0,1
387571,387571,106.0,1
387572,387572,105.0,1
387573,387573,108.0,1
387574,387574,108.0,1
387575,387575,108.0,1
387576,387576,107.0,1
387577,387577,107.0,1
387578,387578,108.0,1
387579,387579,108.0,1
387580,387580,108.0,1
387581,387581,108.0,1
387582,387582,108.0,1
387583,387583,110.0,1
387584,387584,115.0,1
387585,387585,116.0,1
387586,387586,115.0,1
387587,387587,115.0,1
387588,387588,132.0,1
387589,387589,131.0,1
387590,387590,131.0,1
387591,387591,131.0,1
387592,387592,131.0,1
387593,387593,131.0,1
387594,387594,133.0,1
387595,387595,139.0,1
387596,387596,141.0,1
387597,387597,142.0,1
387598,387598,142.0,1
387599,387599,141.0,1
387600,387600,132.0,1
387601,387601,132.0,1
387602,387602,133.0,1
387603,387603,136.0,1
387604,387604,136.0,1
387605,387605,136.0,1
387606,387606,137.0,1
387607,387607,135.0,1
387608,387608,135.0,1
387609,387609,135.0,1
387610,387610,135.0,1
387611,387611,135.0,1
387612,387612,135.0,1
387613,387613,133.0,1
387614,387614,133.0,1
387615,387615,133.0,1
387616,387616,133.0,1
387617,387617,134.0,1
387618,387618,134.0,1
387619,387619,134.0,1
387620,387620,134.0,1
387621,387621,134.0,1
387622,387622,135.0,1
387623,387623,135.0,1
387624,387624,135.0,1
387625,387625,135.0,1
387626,387626,134.0,1
387627,387627,135.0,1
387628,387628,139.0,1
387629,387629,137.0,1
387630,387630,139.0,1
387631,387631,138.0,1
387632,387632,138.0,1
387633,387633,138.0,1
387634,387634,138.0,1
387635,387635,138.0,1
387636,387636,138.0,1
387637,387637,138.0,1
387638,387638,138.0,1
387639,387639,138.0,1
387640,387640,138.0,1
387641,387641,139.0,1
387642,387642,138.0,1
387643,387643,138.0,1
387644,387644,138.0,1
387645,387645,138.0,1
387646,387646,138.0,1
387647,387647,143.0,1
387648,387648,143.0,1
387649,387649,144.0,1
387650,387650,144.0,1
387651,387651,144.0,1
387652,387652,144.0,1
387653,387653,145.0,1
387654,387654,145.0,1
387655,387655,153.0,1
387656,387656,154.0,1
387657,387657,154.0,1
387658,387658,154.0,1
387659,387659,154.0,1
387660,387660,154.0,1
387661,387661,154.0,1
387662,387662,157.0,1
387663,387663,157.0,1
387664,387664,157.0,1
387665,387665,157.0,1
387666,387666,157.0,1
387667,387667,157.0,1
387668,387668,157.0,1
387669,387669,158.0,0
387670,387670,159.0,0
387671,387671,160.0,0
387672,387672,160.0,0
387673,387673,160.0,0
387674,387674,160.0,0
387675,387675,160.0,0
387676,387676,160.0,0
387677,387677,160.0,0
387678,387678,160.0,0
387679,387679,160.0,0
387680,387680,163.0,0
387681,387681,166.0,0
387682,387682,166.0,0
387683,387683,166.0,0
387684,387684,166.0,0
387685,387685,167.0,0
387686,387686,168.0,0
387687,387687,169.0,0
387688,387688,173.0,0
387689,387689,173.0,0
387690,387690,173.0,0
387691,387691,173.0,0
387692,387692,170.0,0
387693,387693,171.0,0
387694,387694,169.0,0
387695,387695,169.0,0
387696,387696,167.0,0
387697,387697,167.0,0
387698,387698,167.0,0
387699,387699,167.0,0
387700,387700,166.0,0
387701,387701,170.0,0
387702,387702,171.0,0
387703,387703,171.0,0
387704,387704,171.0,0
387705,387705,171.0,0
387706,387706,171.0,0
387707,387707,173.0,0
387708,387708,174.0,0
387709,387709,172.0,0
387710,387710,171.0,0
387711,387711,172.0,0
387712,387712,171.0,0
387713,387713,169.0,0
387714,387714,168.0,0
387715,387715,168.0,0
387716,387716,168.0,0
387717,387717,169.0,0
387718,387718,169.0,0
387719,387719,164.0,0
387720,387720,164.0,0
387721,387721,164.0,0
387722,387722,164.0,0
387723,387723,166.0,0
387724,387724,164.0,0
387725,387725,164.0,0
387726,387726,165.0,0
387727,387727,166.0,0
387728,387728,168.0,0
387729,387729,169.0,0
387730,387730,174.0,0
387731,387731,173.0,0
387732,387732,175.0,0
387733,387733,176.0,0
387734,387734,176.0,0
387735,387735,176.0,0
387736,387736,177.0,0
387737,387737,177.0,0
387738,387738,175.0,0
387739,387739,175.0,0
387740,387740,163.0,0
387741,387741,161.0,0
387742,387742,162.0,0
387743,387743,162.0,0
387744,387744,154.0,0
387745,387745,143.0,0
387746,387746,142.0,0
387747,387747,134.0,0
387748,387748,135.0,0
387749,387749,135.0,0
387750,387750,138.0,0
387751,387751,138.0,0
387752,387752,137.0,0
387753,387753,137.0,0
387754,387754,136.0,0
387755,387755,135.0,0
387756,387756,134.0,0
387757,387757,133.0,0
387758,387758,133.0,0
387759,387759,133.0,0
387760,387760,134.0,0
387761,387761,134.0,0
387762,387762,136.0,0
387763,387763,135.0,0
387764,387764,135.0,0
387765,387765,135.0,0
387766,387766,135.0,0
387767,387767,135.0,0
387768,387768,140.0,0
387769,387769,137.0,0
387770,387770,137.0,0
387771,387771,138.0,0
387772,387772,141.0,0
387773,387773,140.0,0
387774,387774,141.0,0
387775,387775,141.0,0
387776,387776,141.0,0
387777,387777,142.0,0
387778,387778,142.0,0
387779,387779,143.0,0
387780,387780,144.0,0
387781,387781,144.0,0
387782,387782,144.0,0
387783,387783,146.0,0
387784,387784,146.0,0
387785,387785,146.0,0
387786,387786,146.0,0
387787,387787,146.0,0
387788,387788,146.0,0
387789,387789,147.0,0
387790,387790,147.0,0
387791,387791,147.0,0
387792,387792,147.0,0
387793,387793,147.0,0
387794,387794,147.0,0
387795,387795,151.0,0
387796,387796,155.0,0
387797,387797,155.0,0
387798,387798,155.0,0
387799,387799,155.0,0
387800,387800,155.0,0
387801,387801,155.0,0
387802,387802,155.0,0
387803,387803,154.0,0
387804,387804,154.0,0
387805,387805,154.0,0
387806,387806,154.0,0
387807,387807,154.0,0
387808,387808,155.0,0
387809,387809,156.0,0
387810,387810,156.0,0
387811,387811,156.0,0
387812,387812,151.0,0
387813,387813,153.0,0
387814,387814,153.0,0
387815,387815,152.0,0
387816,387816,152.0,0
387817,387817,151.0,0
387818,387818,151.0,0
387819,387819,153.0,0
387820,387820,151.0,0
387821,387821,153.0,0
387822,387822,153.0,0
387823,387823,156.0,0
387824,387824,156.0,0
387825,387825,157.0,0
387826,387826,157.0,0
387827,387827,157.0,0
387828,387828,157.0,0
387829,387829,158.0,0
387830,387830,158.0,0
387831,387831,160.0,0
387832,387832,161.0,0
387833,387833,161.0,0
387834,387834,162.0,0
387835,387835,162.0,0
387836,387836,165.0,0
387837,387837,164.0,0
387838,387838,166.0,0
387839,387839,167.0,0
387840,387840,167.0,0
387841,387841,167.0,0
387842,387842,168.0,0
387843,387843,168.0,0
387844,387844,168.0,0
387845,387845,167.0,0
387846,387846,167.0,0
387847,387847,167.0,0
387848,387848,167.0,0
387849,387849,160.0,0
387850,387850,160.0,0
387851,387851,160.0,0
387852,387852,168.0,0
387853,387853,170.0,0
387854,387854,163.0,0
387855,387855,165.0,0
387856,387856,164.0,0
387857,387857,165.0,0
387858,387858,171.0,0
387859,387859,167.0,0
387860,387860,167.0,0
387861,387861,166.0,0
387862,387862,161.0,0
387863,387863,159.0,0
387864,387864,158.0,0
387865,387865,158.0,0
387866,387866,158.0,0
387867,387867,157.0,0
387868,387868,156.0,0
387869,387869,158.0,0
387870,387870,158.0,0
387871,387871,158.0,0
387872,387872,158.0,0
387873,387873,161.0,0
387874,387874,161.0,0
387875,387875,162.0,0
387876,387876,163.0,0
387877,387877,163.0,0
387878,387878,163.0,0
387879,387879,163.0,0
387880,387880,163.0,0
387881,387881,161.0,0
387882,387882,164.0,0
387883,387883,165.0,0
387884,387884,163.0,0
387885,387885,163.0,0
387886,387886,163.0,0
387887,387887,164.0,0
387888,387888,164.0,0
387889,387889,164.0,0
387890,387890,164.0,0
387891,387891,165.0,0
387892,387892,154.0,0
387893,387893,148.0,0
387894,387894,140.0,0
387895,387895,138.0,0
387896,387896,138.0,0
387897,387897,142.0,0
387898,387898,140.0,0
387899,387899,143.0,0
387900,387900,143.0,0
387901,387901,143.0,0
387902,387902,143.0,0
387903,387903,143.0,0
387904,387904,142.0,0
387905,387905,142.0,0
387906,387906,140.0,0
387907,387907,140.0,0
387908,387908,140.0,0
387909,387909,137.0,0
387910,387910,137.0,0
387911,387911,128.0,0
387912,387912,125.0,0
387913,387913,126.0,0
387914,387914,126.0,0
387915,387915,126.0,0
387916,387916,125.0,0
387917,387917,127.0,0
387918,387918,129.0,0
387919,387919,129.0,0
387920,387920,127.0,0
387921,387921,128.0,0
387922,387922,127.0,0
387923,387923,127.0,0
387924,387924,126.0,0
387925,387925,112.0,0
387926,387926,111.0,0
387927,387927,109.0,0
387928,387928,109.0,0
387929,387929,101.0,0
387930,387930,103.0,0
387931,387931,98.0,0
387932,387932,98.0,0
387933,387933,97.0,0
387934,387934,97.0,0
387935,387935,101.0,0
387936,387936,100.0,0
387937,387937,100.0,0
387938,387938,100.0,0
387939,387939,100.0,0
387940,387940,101.0,0
387941,387941,101.0,0
387942,387942,99.0,0
387943,387943,99.0,0
387944,387944,98.0,0
387945,387945,98.0,0
387946,387946,98.0,0
387947,387947,93.0,0
387948,387948,93.0,0
387949,387949,93.0,0
387950,387950,93.0,0
387951,387951,93.0,0
387952,387952,94.0,0
387953,387953,94.0,0
387954,387954,94.0,0
387955,387955,97.0,0
387956,387956,97.0,0
387957,387957,95.0,0
387958,387958,95.0,0
387959,387959,95.0,0
387960,387960,95.0,0
387961,387961,97.0,0
387962,387962,98.0,0
387963,387963,97.0,0
387964,387964,95.0,0
387965,387965,95.0,0
387966,387966,95.0,0
387967,387967,95.0,0
387968,387968,95.0,0
387969,387969,95.0,0
387970,387970,95.0,0
387971,387971,96.0,0
387972,387972,96.0,0
387973,387973,96.0,0
387974,387974,93.0,0
387975,387975,95.0,0
387976,387976,94.0,0
387977,387977,94.0,0
387978,387978,94.0,0
387979,387979,93.0,0
387980,387980,93.0,0
387981,387981,103.0,0
387982,387982,103.0,0
387983,387983,103.0,0
387984,387984,103.0,0
387985,387985,103.0,0
387986,387986,103.0,0
387987,387987,103.0,0
387988,387988,103.0,0
387989,387989,103.0,0
387990,387990,104.0,2
387991,387991,104.0,4
387992,387992,104.0,4
387993,387993,104.0,5
387994,387994,104.0,6
387995,387995,104.0,7
387996,387996,105.0,7
387997,387997,105.0,7
387998,387998,105.0,7
387999,387999,105.0,7
388000,388000,105.0,7
388001,388001,105.0,7
388002,388002,104.0,7
388003,388003,104.0,7
388004,388004,103.0,7
388005,388005,102.0,7
388006,388006,109.0,7
388007,388007,110.0,7
388008,388008,112.0,7
388009,388009,112.0,7
388010,388010,112.0,7
388011,388011,112.0,7
388012,388012,111.0,7
388013,388013,107.0,7
388014,388014,107.0,7
388015,388015,106.0,7
388016,388016,106.0,7
388017,388017,105.0,7
388018,388018,107.0,7
388019,388019,107.0,7
388020,388020,106.0,7
388021,388021,106.0,7
388022,388022,106.0,7
388023,388023,104.0,7
388024,388024,105.0,7
388025,388025,98.0,7
388026,388026,95.0,7
388027,388027,87.0,7
388028,388028,88.0,7
388029,388029,88.0,7
388030,388030,88.0,7
388031,388031,86.0,7
388032,388032,87.0,7
388033,388033,88.0,7
388034,388034,85.0,7
388035,388035,84.0,7
388036,388036,84.0,7
388037,388037,82.0,7
388038,388038,79.0,7
388039,388039,79.0,7
388040,388040,78.0,7
388041,388041,71.0,7
388042,388042,70.0,7
388043,388043,70.0,7
388044,388044,70.0,7
388045,388045,71.0,7
388046,388046,71.0,7
388047,388047,71.0,7
388048,388048,71.0,7
388049,388049,71.0,7
388050,388050,72.0,7
388051,388051,72.0,7
388052,388052,72.0,7
388053,388053,73.0,7
388054,388054,73.0,7
388055,388055,73.0,7
388056,388056,75.0,7
388057,388057,75.0,7
388058,388058,76.0,7
388059,388059,76.0,7
388060,388060,76.0,7
388061,388061,76.0,7
388062,388062,76.0,7
388063,388063,76.0,7
388064,388064,76.0,7
388065,388065,76.0,6
388066,388066,78.0,6
388067,388067,78.0,6
388068,388068,78.0,6
388069,388069,78.0,6
388070,388070,78.0,6
388071,388071,78.0,6
388072,388072,77.0,6
388073,388073,77.0,6
388074,388074,77.0,6
388075,388075,77.0,6
388076,388076,77.0,6
388077,388077,77.0,6
388078,388078,77.0,6
388079,388079,77.0,6
388080,388080,78.0,6
388081,388081,78.0,6
388082,388082,79.0,6
388083,388083,79.0,6
388084,388084,79.0,6
388085,388085,74.0,8
388086,388086,73.0,8
388087,388087,74.0,8
388088,388088,76.0,8
388089,388089,76.0,8
388090,388090,76.0,8
388091,388091,77.0,8
388092,388092,78.0,8
388093,388093,78.0,8
388094,388094,78.0,8
388095,388095,77.0,8
388096,388096,77.0,8
388097,388097,76.0,8
388098,388098,76.0,8
388099,388099,76.0,8
388100,388100,77.0,8
388101,388101,77.0,8
388102,388102,80.0,8
388103,388103,81.0,8
388104,388104,81.0,8
388105,388105,81.0,8
388106,388106,80.0,8
388107,388107,80.0,8
388108,388108,80.0,8
388109,388109,81.0,8
388110,388110,80.0,8
388111,388111,81.0,8
388112,388112,81.0,8
388113,388113,81.0,8
388114,388114,81.0,8
388115,388115,80.0,8
388116,388116,80.0,7
388117,388117,80.0,7
388118,388118,80.0,7
388119,388119,80.0,7
388120,388120,80.0,7
388121,388121,81.0,7
388122,388122,81.0,7
388123,388123,84.0,7
388124,388124,83.0,7
388125,388125,82.0,7
388126,388126,82.0,6
388127,388127,82.0,6
388128,388128,82.0,5
388129,388129,82.0,5
388130,388130,81.0,5
388131,388131,82.0,5
388132,388132,82.0,5
388133,388133,82.0,5
388134,388134,82.0,5
388135,388135,81.0,5
388136,388136,82.0,5
388137,388137,82.0,5
388138,388138,83.0,5
388139,388139,83.0,5
388140,388140,83.0,5
388141,388141,83.0,5
388142,388142,83.0,5
388143,388143,83.0,5
388144,388144,84.0,5
388145,388145,84.0,5
388146,388146,84.0,5
388147,388147,84.0,5
388148,388148,83.0,9
388149,388149,82.0,9
388150,388150,80.0,10
388151,388151,80.0,10
388152,388152,80.0,10
388153,388153,79.0,11
388154,388154,78.0,11
388155,388155,78.0,11
388156,388156,78.0,11
388157,388157,78.0,11
388158,388158,78.0,11
388159,388159,78.0,11
388160,388160,77.0,11
388161,388161,78.0,11
388162,388162,78.0,11
388163,388163,78.0,11
388164,388164,78.0,11
388165,388165,78.0,12
388166,388166,77.0,12
388167,388167,77.0,12
388168,388168,80.0,10
388169,388169,81.0,10
388170,388170,82.0,10
388171,388171,82.0,10
388172,388172,83.0,10
388173,388173,84.0,10
388174,388174,84.0,10
388175,388175,85.0,10
388176,388176,84.0,10
388177,388177,84.0,10
388178,388178,85.0,10
388179,388179,86.0,10
388180,388180,86.0,10
388181,388181,85.0,10
388182,388182,84.0,10
388183,388183,84.0,10
388184,388184,85.0,10
388185,388185,85.0,10
388186,388186,84.0,10
388187,388187,84.0,10
388188,388188,84.0,10
388189,388189,85.0,10
388190,388190,86.0,10
388191,388191,87.0,10
388192,388192,87.0,10
388193,388193,87.0,10
388194,388194,88.0,10
388195,388195,88.0,10
388196,388196,88.0,10
388197,388197,89.0,10
388198,388198,89.0,10
388199,388199,90.0,11
388200,388200,90.0,11
388201,388201,89.0,11
388202,388202,85.0,11
388203,388203,85.0,11
388204,388204,85.0,11
388205,388205,84.0,11
388206,388206,86.0,12
388207,388207,86.0,12
388208,388208,87.0,13
388209,388209,88.0,13
388210,388210,90.0,13
388211,388211,90.0,13
388212,388212,91.0,13
388213,388213,91.0,13
388214,388214,91.0,13
388215,388215,91.0,13
388216,388216,92.0,13
388217,388217,88.0,13
388218,388218,88.0,14
388219,388219,87.0,14
388220,388220,86.0,14
388221,388221,87.0,14
388222,388222,90.0,14
388223,388223,90.0,14
388224,388224,90.0,14
388225,388225,90.0,14
388226,388226,89.0,14
388227,388227,89.0,14
388228,388228,88.0,14
388229,388229,88.0,14
388230,388230,87.0,14
388231,388231,85.0,20
388232,388232,85.0,20
388233,388233,86.0,20
388234,388234,85.0,19
388235,388235,84.0,19
388236,388236,84.0,19
388237,388237,82.0,19
388238,388238,82.0,19
388239,388239,82.0,19
388240,388240,82.0,19
388241,388241,82.0,19
388242,388242,84.0,19
388243,388243,82.0,19
388244,388244,81.0,19
388245,388245,81.0,19
388246,388246,81.0,19
388247,388247,79.0,19
388248,388248,77.0,19
388249,388249,77.0,19
388250,388250,77.0,19
388251,388251,77.0,19
388252,388252,77.0,19
388253,388253,77.0,19
388254,388254,77.0,19
388255,388255,77.0,19
388256,388256,77.0,19
388257,388257,78.0,19
388258,388258,77.0,19
388259,388259,73.0,19
388260,388260,73.0,19
388261,388261,73.0,19
388262,388262,73.0,19
388263,388263,73.0,19
388264,388264,73.0,20
388265,388265,73.0,20
388266,388266,73.0,19
388267,388267,74.0,19
388268,388268,74.0,19
388269,388269,75.0,19
388270,388270,75.0,19
388271,388271,75.0,19
388272,388272,75.0,19
388273,388273,75.0,19
388274,388274,75.0,22
388275,388275,75.0,22
388276,388276,75.0,22
388277,388277,75.0,22
388278,388278,75.0,22
388279,388279,75.0,22
388280,388280,74.0,22
388281,388281,73.0,22
388282,388282,72.0,22
388283,388283,73.0,21
388284,388284,74.0,21
388285,388285,74.0,21
388286,388286,73.0,21
388287,388287,73.0,21
388288,388288,71.0,21
388289,388289,70.0,21
388290,388290,72.0,20
388291,388291,71.0,20
388292,388292,71.0,20
388293,388293,69.0,20
388294,388294,69.0,20
388295,388295,69.0,20
388296,388296,69.0,19
388297,388297,70.0,19
388298,388298,70.0,19
388299,388299,70.0,19
388300,388300,70.0,19
388301,388301,70.0,19
388302,388302,69.0,19
388303,388303,69.0,19
388304,388304,70.0,19
388305,388305,68.0,19
388306,388306,69.0,19
388307,388307,69.0,19
388308,388308,68.0,19
388309,388309,68.0,19
388310,388310,68.0,19
388311,388311,68.0,19
388312,388312,68.0,19
388313,388313,68.0,19
388314,388314,68.0,19
388315,388315,68.0,19
388316,388316,69.0,19
388317,388317,63.0,18
388318,388318,62.0,18
388319,388319,59.0,18
388320,388320,59.0,18
388321,388321,61.0,18
388322,388322,61.0,17
388323,388323,61.0,17
388324,388324,61.0,17
388325,388325,61.0,17
388326,388326,62.0,17
388327,388327,62.0,16
388328,388328,62.0,16
388329,388329,62.0,16
388330,388330,62.0,16
388331,388331,63.0,16
388332,388332,65.0,17
388333,388333,65.0,17
388334,388334,62.0,17
388335,388335,62.0,17
388336,388336,62.0,17
388337,388337,62.0,17
388338,388338,61.0,17
388339,388339,61.0,17
388340,388340,61.0,17
388341,388341,62.0,17
388342,388342,62.0,17
388343,388343,62.0,17
388344,388344,62.0,17
388345,388345,62.0,17
388346,388346,62.0,17
388347,388347,62.0,17
388348,388348,62.0,17
388349,388349,61.0,17
388350,388350,58.0,17
388351,388351,58.0,19
388352,388352,56.0,20
388353,388353,55.0,20
388354,388354,55.0,20
388355,388355,55.0,20
388356,388356,55.0,20
388357,388357,55.0,19
388358,388358,54.0,19
388359,388359,54.0,19
388360,388360,54.0,19
388361,388361,54.0,19
388362,388362,53.0,19
388363,388363,52.0,19
388364,388364,49.0,19
388365,388365,49.0,19
388366,388366,49.0,19
388367,388367,48.0,19
388368,388368,48.0,19
388369,388369,51.0,20
388370,388370,51.0,20
388371,388371,51.0,20
388372,388372,45.0,17
388373,388373,45.0,17
388374,388374,44.0,17
388375,388375,44.0,17
388376,388376,45.0,17
388377,388377,45.0,17
388378,388378,45.0,17
388379,388379,46.0,17
388380,388380,46.0,17
388381,388381,46.0,17
388382,388382,46.0,17
388383,388383,47.0,17
388384,388384,47.0,17
388385,388385,48.0,16
388386,388386,48.0,16
388387,388387,48.0,16
388388,388388,49.0,16
388389,388389,49.0,16
388390,388390,47.0,16
388391,388391,47.0,16
388392,388392,47.0,16
388393,388393,50.0,17
388394,388394,50.0,16
388395,388395,50.0,16
388396,388396,50.0,16
388397,388397,53.0,16
388398,388398,53.0,16
388399,388399,53.0,16
388400,388400,53.0,16
388401,388401,53.0,16
388402,388402,53.0,16
388403,388403,53.0,18
388404,388404,53.0,18
388405,388405,52.0,18
388406,388406,52.0,18
388407,388407,53.0,18
388408,388408,53.0,18
388409,388409,53.0,18
388410,388410,53.0,18
388411,388411,53.0,18
388412,388412,53.0,18
388413,388413,53.0,18
388414,388414,53.0,18
388415,388415,53.0,18
388416,388416,54.0,18
388417,388417,56.0,18
388418,388418,55.0,18
388419,388419,55.0,18
388420,388420,55.0,18
388421,388421,55.0,18
388422,388422,54.0,16
388423,388423,54.0,16
388424,388424,54.0,16
388425,388425,52.0,16
388426,388426,52.0,16
388427,388427,52.0,16
388428,388428,52.0,17
388429,388429,52.0,17
388430,388430,52.0,17
388431,388431,52.0,17
388432,388432,50.0,17
388433,388433,49.0,17
388434,388434,49.0,17
388435,388435,49.0,17
388436,388436,49.0,17
388437,388437,49.0,17
388438,388438,49.0,17
388439,388439,50.0,17
388440,388440,50.0,17
388441,388441,50.0,17
388442,388442,50.0,17
388443,388443,50.0,17
388444,388444,50.0,17
388445,388445,50.0,18
388446,388446,50.0,18
388447,388447,50.0,18
388448,388448,50.0,18
388449,388449,50.0,18
388450,388450,51.0,18
